record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
2449,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-lexa-est-womens-binding-2015,,Lexa EST,Burton,Burton,202.46,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10557101314_1_2052x2100_300_RGB.jpeg?v=1445627831,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,90.27,112.19,55.4,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: 30% Short-Glass/Nylon Composite EST® HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™ STRAPS: Reactstrap™ with NEW Flex Slider and Gettagrip Capstrap™ BUCKLES: NEW Double Take Buckles Featuring Insta-Click CUSHIONING: AutoCANT SensoryBED™ Cushioning System with B3 Gel Features Re-Ground Material,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2450,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-gala-womens-binding-2015,,Gala,Rossignol,Rossignol,89.96,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGD0018_GALA_SIDE.jpeg?v=1445627828,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,81.38,8.58,9.5,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . NYLON/GLASS MAINFRAME DRAFT PUFFY PAD 2-PART,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2451,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-tesla-womens-binding-2015,,Tesla,Rossignol,Rossignol,104.96,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGD0016_TESLA_SIDE.jpeg?v=1445627827,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,82.56,22.4,21.3,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . NYLON/GLASS MAINFRAME ELASTI-BACK POUNDER TRIAD PAD,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2452,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-frenemy-womens-binding-2015,,Frenemy,Rossignol,Rossignol,104.96,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGD0015_FRENEMY_SIDE.jpeg?v=1445627826,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,82.56,22.4,21.3,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . NYLON/GLASS MAINFRAME ELASTI-BACK POUNDER TRIAD PAD,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2453,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-diva-womens-binding-2015,,Diva,Rossignol,Rossignol,119.96,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGD0013_DIVA_SIDE.jpeg?v=1445627825,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,83.75,36.21,30.2,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . HCX-33 3D ASYMWRAP TALLBOY MAGNEBED 2.5R,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2454,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-stiletto-womens-binding-2015,,Stiletto,Burton,Burton,127.46,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10548101700_1_1709x1780_300_RGB.jpeg?v=1445627821,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,84.34,43.12,33.8,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™ HI-BACK: Single-Component Canted Hi-Back with MicroFLAD™ STRAPS: Lushstrap™ and Primo Capstrap™ BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex™ FullBED Cushioning System Compatible with All Major Mounting Systems",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2455,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-citizen-womens-binding-2015,,Citizen,Burton,Burton,97.46,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10540101445_1_1786x1800_300_RGB.jpeg?v=1445627818,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,81.97,15.49,15.9,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™ HI-BACK: Soft Flexing, Ultra-Lightweight Single-Component Hi-Back with MicroFLAD™ STRAPS: Lushstrap and Adaptastrap BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex FullBED Cushioning System Compatible with All Major Mounting Systems",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2456,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordic-cruise-w-55,,Cruise 55,Nordica,Nordica,199.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/3432061662420-2.jpeg?v=1445627344,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,143.54,55.46,27.9,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . The Nordica Women's Cruise 55 W All Mountain Ski Boots are the optimal boot for the skier looking for a comfortable option that also offers the technology and features that will help them advance to the next level. This is the most generous fitting boot in the Nordica line. Natural foot stance provides faster turn initiation with stronger edge rip and better ski control throughout the e,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2457,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-nxt-n6-w-boot-2016-womens,,NXT N6,Nordica,Nordica,189.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/1600x0r_05037500361.jpeg?v=1445627342,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,142.75,46.25,24.5,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Nordica’s NXT N6 W is easy to fit, completely adjustable, with the kind of on-snow control sport skiers used to only dream of. It offers an incredible level of performance, comfort and range of features that will keep you coming back for more. FLEX: 45 LAST: 103 SIZE RANGE: 22.5 - 27.5 LINER TYPE: PFP Comfort Fit",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2458,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-nxt-n5-w-boot-2016-womens,,NXT N5,Nordica,Nordica,199.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/1600x0r_05037100N97.jpeg?v=1445627340,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,143.54,55.46,27.9,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Nordica’s NXT N5 W is easy to fit, completely adjustable, with the kind of on-snow control sport skiers used to only dream of. It offers an incredible level of performance, comfort and range of features that will keep you coming back for more. FLEX: 55 LAST: 103 SIZE RANGE: 22.5 - 27.5 LINER TYPE: PFP Comfort Fit",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2459,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-nxt-n4-w-2016-womens,,NXT N4,Nordica,Nordica,249.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/nxt_n4_w_05032900n16_2015.jpeg?v=1445627339,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,147.49,101.51,40.8,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Nordica’s NXT N4 W is easy to fit, completely adjustable, with the kind of on-snow control sport skiers used to only dream of. It offers an incredible level of performance, comfort and range of features that will keep you coming back for more. FLEX: 75 LAST: 103 SIZE RANGE: 22.5 - 27.5 LINER TYPE: PFP Comfort Fit",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2460,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:tecnica-mach1-85-womens-boot-2015,,MACH1 85,Tecnica,Tecnica,349.99,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/600x0r_201392_00_051.jpeg?v=1445627335,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,155.47,194.52,55.6,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Sizes: 22.0 - 27.5MP Flex: 85 Last: 100 mm Liner: Women's. UltraFit,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2461,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:tecnica-ten-2-85w-c-a-womens-boot-2015,,Ten.2 85,Tecnica,Tecnica,299.99,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/600x0r_201405_00_051.jpeg?v=1445627333,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,151.52,148.47,49.5,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Sizes: 22.0 - 27.5 MP Flex: 85 Last: 102 mm Liner: Women's UltraFit,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2462,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-cruise-75-w-boot-2015,,Cruise 75,Nordica,Nordica,249.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/600x600c_05054301576.jpeg?v=1445627332,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,147.49,101.51,40.8,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",The Nordica Women's Cruise 75 W All Mountain Ski Boots are the optimal boot for skiers looking for a comfortable product that offers technology and features that will allow them to advance to the next level. This is the most generous fitting Women's boot offered in the Nordica collection. Cuff Profile: A.C.P. Adj W's Cuff Profile Liner Type/Style: PFP Comfort Fit w Extra Warmth: Fleece + PE Foam Heat Ready Soles: Heel & Toe Cuff Alignment: Single Flex Index: 75 Last: 104mm Flex: 75 Size Range: 2,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2463,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-nxt-n3-womens-boot-2015,,NXT N3,Nordica,Nordica,349.99,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/600x600c_05032500V17-1.jpeg?v=1445627331,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,155.47,194.52,55.6,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Cuff Profile: A.C.P. Adj W's Cuff Profile Liner Type/Style: PFP Comfort Fit w + Primaloft Extra Warmth: Fleece Primaloft Heat Ready Soles: Heel & Toe (complete interface) Extra-Grip: High Traction Dual Density PU Canted Soles: Available Extra Kit Cuff Alignment: Single Flex Index: 85,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2464,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-women-s-one-40,,One 40,Nordica,Nordica,179.99,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/ONE_W40_05060300862-1.jpeg?v=1445627330,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,142.04,37.95,21.1,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Ski Boot technology designed to offer the perfect combination of comfort and convenience. This is the most generous fitting boot offered in Nordica collection. The ONE collection is designed for those of you who like to cruise the groomers and have a great day with the family in the highest level of comfort. Your comfort is certain and the performance will be there to keep you going eve,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2465,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:nordica-women-s-hell-and-back-h3-boot-2014,,Hell And Back,Nordica,Nordica,345.0,USD,Ski Boots,Ski Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/HELL___BACK_H3_W_05006500001.jpeg?v=1445627329,,Estimated,Footwear,Ski boot,Platform product type: Ski Boots,Low,500,41.89,79.13,148.96,4,17.6,12,59.02,112.82,212.75,2.9,15,5.0,155.08,189.92,55.1,"Shell molds, buckles, liners, standards, and low-volume sizing dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . HIKE SKI 45 DEGREE RETENTION PROGRESSIVE FLEX DYNAMIC PERFORMANCE CODE DUAL DENSITY NEW FULL SHOCK ERASER EASY STEP IN Size: 22.5 - 27.5 Flex: 95 Last: 100,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2466,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:roxy-flicker-jacket-2016-womens,,Flicker,Roxy,Roxy,279.95,USD,"2016, layers, Roxy, womens",Jackets,,,https://cdn.shopify.com/s/files/1/0938/8938/products/erjtj03023_flickerjk_v_wbb0_frt1.jpeg?v=1445627031,,Estimated,Apparel,Technical ski or snowboard jacket,Platform product type: Jackets,Low,500,29.2,57.35,114.7,2.5,5.0,10,35.42,71.33,144.87,2.9,3.5,5.0,96.95,183.0,65.4,"Performance textiles, seam sealing, testing, and insulation drive cost. Modifiers: weatherproof construction. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Waterproof: Dry Flight 15K Insulation: 3M™ Thinsulate™ FEATHERLESS [180g]/600 fill power (body) 3M™ Thinsulate™ Type G [120g] (sides, sleeves, top, shoulders & top back & hood) Lining: ultra lightweight embossed taffeta & diamond dobby Fit: Slim Features: Critically taped seams 3-way adjustable hood Removable hood 3D stretch fixed powder skirt Snap-away powder skirt system Jacket to pan",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
